team_name,original_filename,uuid_filename,title,abstract
봄젠,template_2026_anonymized_최종.pdf,ed0b2d62-3bfb-4ed3-a0b2-781633e99626.pdf,AI-Assisted Test Prioritization:,"Diagnostic decision-making often begins with symptom presentations that overlap across multiple etiologies and proceeds by selecting tests to reduce diagnostic uncertainty under practical constraints. While AI-driven triage and diagnostic decision-support systems are increasingly proposed to improve efficiency and access, their evaluation typically assumes a homogeneous testing environment, most often reflecting centralized laboratory settings. Here, we present a simulation framework that explicitly formalizes diagnostic decision-making across distinct testing regimes, including centralized testing and point-of-care testing (POCT), by incorporating regime-specific constraints on test availability and capacity. Using synthetic but biologically constrained scenarios derived from curated symptom– disease and test–disease mappings, we evaluate six diagnostic test-selection strategies spanning baseline, clinically motivated, and algorithmic-driven approaches. Diagnostic performance is quantified as the reduction in the number of diseases remaining in the differential diagnosis (ΔD), and regime-dependent effects are assessed using paired nonparametric analyses. We show that strategy performance differs systematically between regimes, that regime dependence is strategy-specific and capacity-dependent, and that identical decision policies can yield qualitatively different outcomes when deployed under constrained testing environments. These findings demonstrate that testing regime is a significant determinant of diagnostic decision-making and highlight the necessity of regime- aware evaluation for the development and deployment of AI-driven diagnostic support systems, particularly as healthcare delivery increasingly shifts toward decentralized and resource-limited settings."
사노,Research_Report_Professional.pdf,8999f535-4aa6-4b79-8378-4894bdc933ca.pdf,Preprint. Under review.,"Compound extreme climate events—multiple hazards occurring simultaneously or sequentially—pose escalating threats to societies and economies worldwide. Unlike isolated extreme events, compound events create synergistic impacts that can overwhelm response capacities and multiply damages. This study develops a comprehensive AI-driven framework to detect, predict, and assess the socioeconomic impacts of compound extreme climate events in South Korea. We introduce a novel multi-model architecture combining: (1) Transformer-based temporal pattern detection for identifying sequential compound events, (2) Graph Neural Networks for analyzing spatial propagation patterns, and (3) ensemble learning methods for multi-task impact prediction with uncertainty quantification. Using comprehensive datasets spanning 24 years (2000-2023) from the Korea Meteorological Administration, disaster statistics, and socioeconomic indicators, we identify five distinct compound event types with significant increasing frequency trends (+28%/decade, p<0.001). Our vulnerability index, integrating exposure, sensitivity, and adaptive capacity following the IPCC AR5 framework, reveals significant regional disparities across 30 analyzed regions. The proposed framework achieves F1-score of 0.89 for event detection and R² of 0.82 for impact prediction with 95% confidence intervals. Under CMIP6 SSP5-8.5 scenario, compound event frequency is projected to increase by 112% by 2050. Total annual impacts are estimated at 986.5 billion KRW property damage [95% CI: 823.4-1,149.6], 10,800 health cases, and 737.2 billion KRW agricultural losses."
샤랄라슈웁,1. Paper_2026_AI_Co_Scientist_Challenge_Korea.pdf,11590b78-2752-42fb-b2c9-161335c85f0f.pdf,Empirical Analysis of Feature-Level Data,"Data minimization is legally mandated in major data protection frameworks, yet practitioners still lack decision-oriented evidence on how staged, feature-level minimization changes model utility and error profiles across model families. We conduct a controlled experimental study using the UCI Adult dataset, comparing four minimization strategies defined by the authors with LLM-assisted decision support : a human-designed heuristic baseline and three strategies whose feature- removal order is instantiated with large language model (LLM) decision support and validated by the authors. We evaluate Logistic Regression, Random Forest, and Gradient Boosting under four progressive minimization levels. Across models, aggressive minimization can trigger a sharp collapse of recall while accuracy remains comparatively stable. At the strictest level, the most aggressive setting reduces recall to near zero (0.0–0.039) with accuracy remaining above 0.74, yielding extreme utility loss (∆F1 down to -0.68). In contrast, the utility-aware Robust strategy shows substantially smaller degradation at the same level (∆F1 between -0.09 and -0.11 across models). These results provide a practical, implementation-light evaluation framework for compliance-oriented feature minimization, and show that the primary cost of minimization can manifest as strategy-dependent recall collapse rather than a uniform accuracy drop."
샤론새론,AI 음성 키링 기반 아동학대 피해 아동.pdf,2acc6913-35fb-40a3-adb0-590e924f93a6.pdf,AI 음성 키링 기반 아동학대 피해 아동의,(초록 추출 실패)
송민경,AI Co-Scientist-Guided Generative Augmentation for Rare Disease Research_활용 데이터 목록.pdf,dad28e21-6da1-4a28-82ad-e8c6ce67484d.pdf,별첨1-5  (제출물 양식) 활용데이터 목록 (Track1),(초록 추출 실패)
아키애플,[Track1]AckeeApple_Research_Paper_20260131173734817-2VBv.pdf,b769ea54-350c-461f-a83f-0796a63fbe65.pdf,Analyzing Efficacy of Specialized Convolutional,"Current biodiversity monitoring tasks rely heavily on data provided by citizen-science platforms, which display a notable “green bias” where data is abundant during vegetative season but deficient during the dormant months in winter. This “phenological gap” limits monitoring ability of seasonal shifts increasingly driven by the rise of climate change. This study addresses the challenges of “Winter Dendrology” where deciduous trees are analyzed in their leafless state through analysis of Computer Vision (CV) in analyzing bark micro-texture. Collaborating with an AI Co-Scientist, Google Gemini, we posited that lightweight, texture-biased Convolutional Neural Networks (CNNs) would outclass deeper, shape-biased networks on small datasets. We curated a custom dataset consisting of 66 Ginkgo biloba & Prunus serrulata macro-images, comparing the performance of ResNet-50 against MobileNetV3-Large. Results indicate that ResNet-50 achieved superior performance (Accuracy: 100%) compared to MobileNetV3 (Accuracy: 84.62%), likely due to its deep residual architecture. Significant confusion persisted for MobileNetV3 between Prunus serrulata and Ginkgo biloba, which Grad-CAM analysis revealed was caused by a ""shadow mimicry” phenomenon between horizontal striations. This research demonstrates that accessible AI can theoretically bridge the winter data gap in ecological monitoring."
야간연구소,1. Track1_Research_Report.pdf,6e084287-6dd7-4e2d-b990-61bbe827d12f.pdf,A Multi-Agent RAG Architecture for,"Large language models can synthesize scientific text but frequently hallucinate 1 citations and misattribute claims. We argue that review papers are an ideal domain 2 for AI augmentation precisely because hallucinations are detectable: the ground 3 truth exists in published literature, enabling systematic verification. We present 4 a multi-agent architecture that exploits this property, built on Claude Code as 5 an orchestrating agent. The system uses specialized skills for retrieval (Zotero- 6 integrated search, RAG-based corpus querying) and spawns independent subagents 7 for writing and verification. We demonstrate this architecture through a case study 8 on pharmaceutical lyophilization, synthesizing 91 papers into a review manuscript. 9 We describe our design rationale, implementation, and lessons learned, contributing 10 architectural principles for verifiable AI-assisted scientific writing. 11"
약만들어조,3. (제출물 양식) 활용 데이터 목록_20260131114958855-EaRv.pdf,dd838fec-8559-4614-9a8f-57aa3e0bac1c.pdf,별첨1-5  제출물 양식,을 바탕으로 Pubmed ▪ 연구진이 선정한 문헌에 대한 PICO 라벨 제공 개인용 데이터 연구자 masking ▪ 을 통한 decision 데이터 수집 5 내에 EMB-NLP P / I/ O (Participants/ ▪ 공개 Interventions/Outcomes) 어노테이션 벤치마크 공공데이터 https://github.com/ ▪ bepnye/EBM-NLP
오킹콩,Development of an Intelligent Scholarship Matching Agent Utilizing Dual-Model Cascading of EXAONE 3.0 and GPT 4.1.pdf,f7712754-4edc-4cfc-aefd-fdc644339c23.pdf,Development of an Intelligent,(초록 추출 실패)
유로,_Multi-layer Serpentine Lattice Interlayer for Mitigating Battery Cell Swelling in High-Nickel Lithium-Ion Battery Modules_20260127175744814-c3I1.pdf,fcf99aba-7221-4479-b1e9-100cad100385.pdf,Multi-layer Serpentine Lattice Interlayer for,"High-nickel cathode materials (NMC811) in lithium-ion batteries suffer from severe swelling during charge-discharge cycles, threatening cell integrity and safety. This study proposes a multi-layer serpentine lattice structure to mitigate swelling-induced contact stress between cells. Through finite element analysis, the proposed structure demonstrates 73% reduction in maximum contact pressure and principal stress com- pared to conventional flat spacers, while improving contact uniformity by 55%. The S-spring lattice absorbs expansion through bending deformation, providing a solution that accommodates reversible expansion while controlling abnormal swelling."
이호준,report_20260131131237486-J1EL.pdf,8a92e343-a4b4-4b73-a972-7185bf80790f.pdf,Reduced-Order Modeling of Turbulent Flows:,"Reduced-order modeling (ROM) of turbulent flows has evolved along two funda- mentally different paradigms: projection-based methods (POD, VAE) emphasizing stability and interpretability, and direct learning methods (neural operators such as FNO and its variants) emphasizing accuracy and information preservation. This work conducts a systematic and application-driven comparison of five representa- tive methods—POD, VAE, FNO, Implicit FNO, and a recently proposed unified attention-based variant (IAFNO)—under a common experimental protocol. We evaluate instantaneous accuracy, long-term stability, and domain-specific metrics across four application domains (aerodynamic design, disaster forecasting, cardiac hemodynamics, and wind energy). Results show clear but non-universal performance stratification: projection-based methods deliver interpretability and consistent sta- bility but suffer from hard limits induced by information bottlenecks; direct learning methods achieve state-of-the-art one-step accuracy but exhibit catastrophic error growth over long horizons; recent unified attention-based approaches trade a small amount of one-step accuracy for substantially improved multi-step stability. These findings demonstrate that the optimal choice of ROM method depends critically on prediction horizon, noise level, and interpretability requirements. The study concludes with evidence-based guidelines for selecting appropriate ROM strategies under different practical constraints."
정진하세요,paper.pdf,28911e83-5082-4cf7-a6a2-c02da38c4253.pdf,MNK-AI-7: AI-Driven De Novo Design of a Novel Dual,"Menopausal vasomotor symptoms (VMS) and associated psychological disturbances affect over 80% of women during the menopausal transition, yet current non-hormonal treatments present significant limitations including hepatotoxicity risks, extensive drug-drug interactions, and incomplete symptom coverage. Here we present MNK-AI-7, a novel dual neurokinin-1/neurokinin-3 (NK1/NK3) receptor antagonist designed through a human-AI collaborative pipeline integrating conditional molecular gen- eration, structure-based drug design, and multi-objective optimization. Multiple AI systems (Claude Opus 4.5, GPT-5.2, Gemini 3 Flash) contributed 74% to this research, with human expertise provid- ing critical decision-making, validation, and ethical oversight (26%). Our AI system generated 52,847 candidate molecules, systematically filtered through predicted binding affinity, ADMET profiles, and structural novelty assessments. The lead compound MNK-AI-7 demonstrates predicted NK1 Ki of 0.31 nM and NK3 Ki of 2.8 nM, superior oral bioavailability (78%), favorable hepatic safety profile through benzimidazole-spiropiperidine scaffold selection, and minimal CYP450 interactions. Unlike existing therapies targeting only thermoregulation, MNK-AI-7 is designed to address all seven major menopausal symptoms: hot flashes, sweating, palpitations, anxiety, insomnia, depression, and irritability. Molecu- lar dynamics simulations confirm stable binding to both NK1 and NK3 receptor binding pockets with residence times exceeding 45 minutes. This work demonstrates the potential of human-AI collaboration in drug discovery to generate clinically relevant, safety-optimized therapeutic candidates that address unmet medical needs in women’s health."
지뢰복,1. 트랙1_연구보고서.pdf,f259c6e1-2a3d-48e8-b26b-e4c1573cdca1.pdf,Temporal Patterns and Resolution of Toxicities,"Background: Hypofractionated salvage radiotherapy (RT) is increasingly used for biochemical recurrence of prostate cancer post-prostatectomy, yet its toxicity profile remains underexplored. This study evaluates the incidence, timing, and resolution of treatment-related toxicities in this setting. Materials and Methods: A retrospective cohort study of 403 men receiving hy- pofractionated salvage RT (62.5 Gy in 25 fractions) from 2017–2024 was conducted. Toxicities, categorized as genitourinary (GU: hematuria, urinary incontinence, fre-quency, dysuria) or gastrointestinal (GI: rectal bleeding, diarrhea, proctitis, nausea), were graded (1–3) using CTCAE-based criteria. Outcomes included any-time incidence, Kaplan–Meier time-to-first-event estimates (12-/24- month cumulative incidence), and first-onset timing. Episode-level analyses merged events ≤30 days apart, assessing resolution and intervention. Results: Median follow-up was 18.2 months. Any-grade GU and GI toxicities occurred in 34.2% and 24.6% of patients, respectively. Specifically, urinary in- continence (20.3%) and rectal bleeding (19.9%) were common. Most toxicities were low-grade; Grade ≥2 incidence was low (e.g., hematuria 4.7%, incontinence 6.0%). Time-to-onset varied: acute events (<3 months) were rare for hematuria (median 17.8 months) but common for frequency/dysuria. Resolution rates for Grade 2 events were high (>65%) with conservative management or medication, though Grade 3 events often required procedural intervention. Conclusion: Hypofractionated salvage RT demonstrates a manageable toxicity profile. Distinct temporal patterns suggest the need for prolonged monitoring for hematuria compared to acute urinary symptoms. ∗Equally contributed. Preprint. Under review."
지성10,AI_Challenge_2026.pdf,c1674cf9-f478-4fd1-af19-6897a059a0f2.pdf,AI-Assisted Design of GaN-Based Micro-LED and,"This work investigates how an AI system can act as a research collaborator in 1 designing a GaN-based micro-LED display module and its GaN HEMT driver for 2 soldier-borne AR helmet applications. Vertical GaN-on-GaN micro-LEDs provide 3 high brightness and good thermal robustness for near-eye displays, while high- 4 density micro-LED arrays on thin or flexible substrates suffer from self-heating and 5 strain-induced degradation. Hidden-Markov-Model (HMM) optimization of GaN 6 HEMT power amplifiers has previously achieved power-added efficiency (PAE) 7 above 50%, suggesting that similar AI-assisted techniques can improve micro- 8 LED driver circuits. In this study, AI tools participate in hypothesis generation, 9 experimental design, circuit and thermal simulation, statistical analysis, and report 10 drafting. The resulting workflow demonstrates how AI can function as a co-scientist 11 throughout the full research cycle. 12"
지성인,Submit_paper.pdf,f2fd5995-d6e4-4b46-af31-03c5ae584b4f.pdf,A Neural Codec-Aware Training Strategy for Robust,"Neural audio codecs are increasingly adopted in modern speech processing systems; however, codec-induced artifacts can severely undermine the reliability of audio deepfake detection. In particular, bona fide speech processed by neural codecs is frequently misclassified as spoof, leading to critical false rejections in practical scenarios. Despite this emerging challenge, the treatment and labeling of neural- codec-processed speech in deepfake detection remain ambiguous. In this work, we systematically analyze the impact of neural audio codec processing on audio deepfake detection and clarify labeling criteria based on a content-origin definition of bona fide speech. Building on this formulation, we propose a codec-aware training strategy that explicitly models the relationship among clean bona fide speech, codec-processed bona fide speech, and spoof samples. Experimental results across multiple datasets and state-of-the-art detection models demonstrate that the proposed approach substantially improves robustness to neural-codec- processed speech, while preserving reliable performance on clean audio. These findings highlight the importance of codec-aware training for robust and realistic audio deepfake detection."
천룡팔부,1. (제출용 양식)연구논문.pdf,7983b079-582d-43e1-b9ec-9469aca9463d.pdf,Development of a Dynamic Energy Budget Model for,"We developed a Dynamic Energy Budget (DEB) model for Pyropia dentata culti- vation in Korea, explicitly accounting for contrasting farming environments. The model integrates temperature, light, nutrients, wave exposure, and intertidal emer- sion to simulate reserve dynamics and structural growth, and was calibrated and validated across two sites (Imha, pole-type; Eoran, floating) and three cultivars. Performance evaluation indicates that the model reproduces observed biomass dy- namics across all six site–cultivar scenarios, with R2 values between 0.8822 and 0.9924 and RMSE values between 0.3219 and 3.2816. Sensitivity analysis using one-at-a-time perturbations shows that growth rate and thermal tolerance param- eters are consistently dominant drivers, while desiccation-related parameters are particularly influential at the intertidal site. These results demonstrate that site- specific exposure processes are essential for modeling pole-type cultivation and provide a mechanistic basis for growth prediction and management under variable coastal conditions."
클래리티,1_ResearchArticle_클래리티_20260131162403745-NZV4.pdf,f133a753-fdce-49d1-b694-6c77571bfa8a.pdf,Adaptive Quality Control for Spatial Transcriptomics: A,"Spatial transcriptomics technologies have revolutionized our ability to study gene expression with spatial context, yet quality control (QC) remains a critical bottleneck. Traditional QC approaches rely on fixed thresholds that fail to generalize across tissue types, platforms, and sample preparation conditions. We present Klari.T, a data-driven QC framework that computes adaptive thresholds using robust statistical methods based on Median Absolute Deviation (MAD). To our knowledge, this is the first spatial transcriptomics QC framework that provides fully adaptive, data-driven thresholds for multiple artifact types without requiring user-specified parameters. Our system integrates six QC metrics (total counts, genes detected, mitochondrial percentage, edge distance, neighbor correlation, and local variability) with six artifact detectors (edge effects, tissue folds, holes, debris, permeabilization artifacts, and low-quality spots) to provide per-spot quality scores. Validation on synthetic data with ground-truth labels achieves 93.5% precision and 85.3% accuracy in artifact detection, with perfect recall (100%) for tissue folds, holes, and damaged spots. Cross-validation on five public 10x Visium datasets (human breast cancer, human heart, mouse brain sagittal anterior/posterior, and mouse kidney) demonstrates consistent performance across diverse tissue types. Klari.T provides interpretable quality assessments that enable researchers to identify reliable data regions before downstream analysis, reducing computational waste on artifact- contaminated spots."
파란돌다리,template_2026_anonymized_최종 (1).pdf,692d2431-a0c3-4697-96d9-cb39487203bd.pdf,Task-Oriented Suitability Analysis of,"Large language models (LLMs) are increasingly used across multiple stages of scientific and engineering research, supporting tasks such as background understanding, reasoning, and experimental implementation. Despite this growing adoption, there is limited guidance on how to select an appropriate LLM for a specific research task. In practice, model selection often relies on general-purpose benchmark rankings or individual experience, which may not adequately reflect the diverse requirements of research activities. This study formulates the use of LLMs in research as a task-oriented decision problem and presents a descriptive analytical approach for examining model utilization characteristics. Using controlled and repeated experiments with public benchmarks and fixed prompts, we reinterpret representative benchmark results from the perspective of research task requirements. Reasoning-oriented benchmarks, including MMLU and GSM8K, are analyzed in relation to theory- and analysis-focused research tasks, while code generation benchmarks such as HumanEval are examined in the context of experimentation and simulation-oriented tasks. Based on an explicit task–benchmark mapping, we compare performance distributions and response characteristics across multiple LLM families under identical evaluation conditions. Rather than producing a single performance ranking, the analysis organizes recurring response tendencies and limitation patterns observed at the task level. The results indicate that LLM behavior varies substantially across research task types and that overall benchmark scores alone do not sufficiently characterize model suitability in research settings. By framing LLM usage as a task-conditioned analytical problem, this study provides a reproducible and interpretable perspective for understanding how different models behave across research contexts, offering descriptive reference criteria that may support researchers in making more informed model selection decisio..."
페로브스카이트,연구보고서_Physiscore An Autonomous Expert-Agentic Framework for Multimodal Material Characterization in Optoelectronic Research.pdf,8a98772c-8b04-49f1-9e64-8196a2a3616b.pdf,Physiscore: An Autonomous Expert-Agentic,"We introduce Physiscore, an autonomous system designed to bridge the gap be- 1 tween raw experimental signals and scientific insight in perovskite research. Al- 2 though high-throughput testing has scaled data generation, interpretation remains 3 a manual rate-limiting step, introducing subjective bias and compromising repro- 4 ducibility. To address this, we implement a pragmatic AI-Coscientist framework 5 using a natural-language interface, empowering experimentalists to orchestrate 6 complex analytical pipelines without programming proficiency. Physiscore spans 7 multimodal techniques including photovoltaic, optical, and structural/spectroscopic 8 analysis. The platform bifurcates the workflow into a deterministic computational 9 path and an intelligent reasoning path. By internalizing physical constraints—such 10 as Scherrer analysis in XRD—directly into the algorithms, we enforce rigor that 11 neutralizes the hallucination risks of generative models. The system automates 12 error-prone derivations and data curation, achieving a dramatic increase in ef- 13 ficiency. Experimental validation demonstrates that Physiscore accelerates pro- 14 cessing speeds by up to 131.4-fold (notably in J-V and FE-SEM analysis) and 15 reduces human labor by an average of over 30-fold across all modalities. These 16 outputs are synchronized with OriginLab for instantaneous visualization. This es- 17 tablishes a robust paradigm for materials discovery, refocusing human intelligence 18 on experimental design rather than repetitive processing. 19"
해리팍,1. (제출) [Final] AI_Co_Scientist_Track1_Battery_Maintenance_Check.pdf,c5f711f4-63da-4959-a8bd-085eb788341d.pdf,HQ-VQVAE for Unsupervised Battery Precursor,"Thermal runaway in lithium-ion batteries poses severe safety risks for electric vehicles and energy storage systems, yet early degradation precursors remain dif- ficult to detect due to weak signals and limited failure labels. In this work, we propose a Hybrid Quantum-Classical Vector-Quantized Variational Autoencoder (HQ-VQVAE) for the unsupervised discovery of degradation patterns from battery cycling data. Our model integrates a parameterized quantum circuit (PQC) into the latent bottleneck to promote more expressive representations in a high-dimensional Hilbert space while preserving the discrete interpretability of vector quantization. Without relying on thermal runaway labels, our AI-driven analysis identifies a spe- cific discrete latent code that is repeatedly associated with early-stage degradation signatures, including patterns consistent with voltage drop dynamics and increasing internal resistance behavior. We validate the robustness of this discovered code on the NASA PCoE dataset under cross-cell evaluation, demonstrating stable gener- alization to unseen batteries and improved sensitivity to subtle early degradation dynamics. These results suggest that hybrid quantum-classical representation learn- ing can support interpretable, label-efficient battery health monitoring and enable earlier intervention for safety-critical applications."
해피미니,개념제안서.pdf,8b1e1ef6-5ab2-4355-96a1-5840d597ffe4.pdf,"본 문서는 인간 연구자를 보조확장하는 AI 연구동료의 역할을 정의하고, 가설 생성–실험",(초록 추출 실패)
홍유정,1. template_2026_anonymized_올애브_20260131164250192-bF0G.pdf,4a5c3ee6-c76a-4126-ba8c-b84936928556.pdf,Safe Treatment Policy Optimization,"This study proposes Constraint Damping Policy Optimization (CDPO) to balance survival-oriented decision making and clinical safety in ICU sepsis treatment. Conventional deep reinforcement learning approaches such as Proximal Policy Optimization (PPO) primarily maximize cumulative reward and can behave in a safety-blind manner under noisy clinical trajectories, resulting in critical violations such as hypotension (MAP instability) or abrupt medication changes. CDPO embeds five clinically grounded safety constraints directly into the policy optimization process: MAP maintenance (≥ 65 mmHg), treatment continuity (discouraging abrupt action switches), cumulative toxicity control, fluid restriction when tachycardia is present, and minimum prescription persistence (enforcing a minimum dwell time for selected treatments). To improve training stability, CDPO introduces a damping mechanism that adaptively scales the policy update magnitude according to the observed constraint violation rate, promoting conservative updates when violations increase and allowing larger updates when policies remain within safety limits. Experiments on an adult sepsis cohort from the MIMIC-III database show that, compared with clinician policies, CDPO reduces hypotension-related violations by 22.9% (from 170 to 131 cases) while decreasing vasopressor usage by 67.3%. In addition, CDPO reduces fluid administration by 23.2%, mitigating patient burden while maintaining safety-oriented behavior. Overall, these results indicate that constraint-aware reinforcement learning can derive effective treatment policies that adhere to predefined clinical safety specifications, providing a technical basis for reliable AI-assisted decision support in intensive care settings."
후루꾸장인,"Roh et al.,2026_anonymous.pdf",aa746334-6ea7-4714-a1fd-4fa9a69625f8.pdf,Network- and structure-informed prioritization of,"Soybean cultivars can exhibit phytotoxic injury after exposure to the pyrethroid in- 1 secticide etofenprox, yet the molecular basis of cultivar-specific sensitivity remains 2 unclear. We generated a controlled time-series RNA-seq dataset for two cultivars 3 (15 libraries; control at 0/12/24 h; treatment at 12/24 h), yielding 469,847,012 raw 4 reads, 96.1% retention after trimming, and a mean total mapping rate of 93.1% 5 (88.7% uniquely mapped). Differential expression was strongest at 12 h (T_12h 6 vs C_12h: 5,539 DEGs), and pathway-level inspection highlighted coordinated 7 regulation in stress-associated processes. WGCNA identified a trait-associated 8 co-expression module (salmon; MM–GS cor = 0.84), supporting hub-gene prioriti- 9 zation and integration with cultivar-specific variation for downstream validation. 10"
후추추추,3. 활용 데이터 목록.pdf,34835afb-6d6b-4f27-a701-60f8bf1c292d.pdf,별첨1-5,(초록 추출 실패)
흐겸,template_2026_anonymized_흐겸.pdf,361cc25c-0d19-4537-826c-f40f30413679.pdf,Condition-Based Integration of,"Lipid nanoparticles (LNPs) are widely used for RNA-based therapeutics, where ionizable lipids (ILs) play a critical role in enabling efficient cytoplasmic RNA delivery through pH-dependent mechanisms. However, exhaustive in vivo screening of ionizable lipid candidates is costly and time-consuming, motivating the development of AI-based models for predicting RNA transfection potency from lipid structure. A major challenge in this setting is the limited availability of in vivo data and the substantial heterogeneity across experimental conditions, which complicates direct aggregation of datasets in the absence of shared reference LNPs. In this work, we investigate condition-based integration of heterogeneous in vivo datasets and demonstrate that datasets sharing the same cargo type, delivered gene, target organ, and administration route can be meaningfully pooled despite differences in LNP composition. Leveraging this strategy, we train AI models that achieve strong within-condition predictive performance, enabling reliable ranking and prioritization of ionizable lipid candidates. Our results provide a practical framework for expanding training data for LNP design under data- limited in vivo settings and highlight both the potential and limitations of AI- driven prediction across heterogeneous experimental conditions."
